name,path,length
d1xjva2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1xjva2,151
d2heka1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2heka1,369
d2fpoa1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2fpoa1,177
d1hdla_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1hdla_,55
d1nara_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1nara_,289
d1ufxa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ufxa_,103
d2jdid1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2jdid1,118
d1bd7a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1bd7a_,176
d1qr0a2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1qr0a2,127
d1ks9a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ks9a1,124
d1yb5a2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1yb5a2,174
d1jaka1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1jaka1,356
d1dnpa2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1dnpa2,200
d1mtp,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1mtp.1,320
d1uf2c1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1uf2c1,262
d3i76a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3i76a_,223
d1pg5b1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1pg5b1,92
d1knwa2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1knwa2,247
d1z3eb1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1z3eb1,67
d2nnua_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2nnua_,201
d1w5sa1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1w5sa1,103
d1bpva_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1bpva_,104
d1qf8a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1qf8a_,167
d2y3za_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2y3za_,351
d1neqa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1neqa_,74
d2dk5a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2dk5a1,78
d1dypa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1dypa_,271
d2fh1a3,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2fh1a3,104
d1dvka_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1dvka_,149
d1d4oa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1d4oa_,177
d2joea1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2joea1,130
d1mw5a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1mw5a_,162
d3pdxa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3pdxa_,379
d2c53a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2c53a_,228
d1oj4a2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1oj4a2,120
d1oiha_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1oiha_,254
d2b69a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2b69a1,312
d2azna1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2azna1,219
d2o14a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2o14a1,146
d1pw4a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1pw4a_,434
d1n2aa1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1n2aa1,121
d1l6za1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1l6za1,107
d2v3za1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2v3za1,176
d2nxyb2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2nxyb2,84
d1xa6a2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1xa6a2,141
d1vp7a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1vp7a_,68
d1o70a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1o70a1,140
d2frea1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2frea1,200
d1y0ba1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1y0ba1,191
d1usga_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1usga_,345
d1mtyb_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1mtyb_,384
d1aoya_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1aoya_,78
d1yu0a2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1yu0a2,210
d2gu3a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2gu3a1,63
d1pe9a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1pe9a_,361
d2gtra_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2gtra_,258
d1szqa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1szqa_,473
d1gaka_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1gaka_,137
d1mtyd_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1mtyd_,512
d2qima_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2qima_,157
d1pswa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1pswa_,331
d2icsa2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2icsa2,267
d2j5wa2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2j5wa2,145
d1s5da_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1s5da_,218
d1l2pa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1l2pa_,61
d2gm6a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2gm6a1,192
d1ivza_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ivza_,132
d3pmta_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3pmta_,55
d1ud0a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ud0a_,84
d1kk8a2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1kk8a2,745
d3pnza_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3pnza_,329
d1uyra2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1uyra2,365
d2geya1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2geya1,144
d1ueha_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ueha_,214
d1vfia1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1vfia1,92
d3snfa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3snfa_,104
d2qam01,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2qam01,56
d1odma_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1odma_,329
d1a8la1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1a8la1,119
d1qopb_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1qopb_,390
d3fila_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3fila_,56
d1nhpa3,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1nhpa3,126
d3qzba_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3qzba_,131
d1udza_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1udza_,179
d2g7ba_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2g7ba_,137
d1wixa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1wixa_,164
d1oj7a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1oj7a_,390
d1js8a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1js8a1,281
d1m3ka2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1m3ka2,124
d1nrla_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1nrla_,278
d1hf8a2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1hf8a2,131
d1m2xa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1m2xa_,219
d1b0ua_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1b0ua_,258
d1fdra2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1fdra2,148
d2gmha2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2gmha2,99
d2blna2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2blna2,197
d2euta_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2euta_,291
d1a8pa1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1a8pa1,99
d1kp8a3,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1kp8a3,97
d1y7ra1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1y7ra1,133
d1muka_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1muka_,1256
d1vr6a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1vr6a_,343
d1ooya1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ooya1,221
d3nuga_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3nuga_,247
d1jz8a2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1jz8a2,105
d3buxb2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3buxb2,130
d1eoka_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1eoka_,282
d3n53a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3n53a_,117
d1iz5a2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1iz5a2,121
d2nr4a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2nr4a1,191
d1dq3a2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1dq3a2,79
d1qvwa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1qvwa_,236
d2mev1_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2mev1_,268
d2euia1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2euia1,153
d3r0sa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3r0sa_,252
d3bzy,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3bzy.1,17
d2z98a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2z98a1,194
d1aqta1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1aqta1,50
d1w5qa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1w5qa_,320
d3eeqa1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3eeqa1,115
d1ycya1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ycya1,62
d1k6ya1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1k6ya1,46
d2a2ka_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2a2ka_,171
d1cqxa2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1cqxa2,111
d2piha1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2piha1,123
d2cq4a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2cq4a1,101
d2nn6i1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2nn6i1,125
d1iuha_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1iuha_,183
d2jg6a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2jg6a_,186
d3qy3a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3qy3a1,130
d1boub_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1boub_,298
d2o62a2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2o62a2,132
d1vg5a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1vg5a_,73
d2heyr3,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2heyr3,54
d1iura_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1iura_,88
d1v2za_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1v2za_,106
d1xaka_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1xaka_,68
d1ansa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ansa_,27
d2b78a2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2b78a2,308
d1nyra2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1nyra2,59
d1v66a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1v66a_,65
d3ddoa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3ddoa_,240
d1l1la_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1l1la_,717
d2i3ba1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2i3ba1,189
d1cs6a2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1cs6a2,105
d1syra_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1syra_,103
d1sdda2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1sdda2,102
d1nyoa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1nyoa_,163
d1pbga_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1pbga_,454
d2cxha1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2cxha1,180
d2cjja1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2cjja1,63
d2gf3a2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2gf3a2,104
d1hbna1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1hbna1,280
d1u5sa1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1u5sa1,71
d2pgda2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2pgda2,176
d1nf2a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1nf2a_,267
d2a29a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2a29a1,136
d1yqya2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1yqya2,286
d3cx2a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3cx2a_,107
d2glia2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2glia2,33
d1vbka2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1vbka2,175
d1qfoa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1qfoa_,115
d1w0pa1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1w0pa1,192
d1wv8a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1wv8a1,71
d1bgca_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1bgca_,158
d2hs5a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2hs5a1,69
d1rh9a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1rh9a1,370
d3bnea2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3bnea2,128
d2dloa1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2dloa1,35
d2b3ga_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2b3ga_,117
d1ddza2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ddza2,239
d1n7ea_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1n7ea_,95
d2bi7a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2bi7a1,314
d1ah7a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ah7a_,245
d1jmca1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1jmca1,116
d1x1na1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1x1na1,523
d3pmga4,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3pmga4,141
d1ud9a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ud9a1,119
d1lnga_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1lnga_,87
d1wf3a2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1wf3a2,118
d1ih7a2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ih7a2,522
d2vrna_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2vrna_,185
d2bmwa1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2bmwa1,133
d3c98a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3c98a_,556
d3d19a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3d19a1,134
d3ezsa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3ezsa_,374
d2g2ca1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2g2ca1,152
d2plwa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2plwa_,182
d1x7va_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1x7va_,98
d1irqa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1irqa_,48
d1sfka_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1sfka_,73
d2gtta1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2gtta1,401
d2z6ra_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2z6ra_,264
d2f1ka2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2f1ka2,165
d2jq4a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2jq4a1,83
d1y6za_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1y6za_,242
d1ogya1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ogya1,119
d2bzva_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2bzva_,146
d1ohua_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ohua_,165
d1h16a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1h16a_,759
d2jioa2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2jioa2,597
d2v8qa1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2v8qa1,99
d2h1ca1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2h1ca1,138
d1wb9a3,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1wb9a3,153
d3o1ca_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3o1ca_,115
d3k40a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3k40a_,448
d3m7va2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3m7va2,119
d1abaa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1abaa_,87
d2qeda1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2qeda1,251
d1u02a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1u02a_,229
d2h3ja1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2h3ja1,75
d1nekb2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1nekb2,106
d1to2i_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1to2i_,63
d1ckma1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ckma1,89
d1trba1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1trba1,190
d1khba2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1khba2,250
d1iapa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1iapa_,190
d1ejda_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ejda_,419
d3pmga3,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3pmga3,117
d1cfba2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1cfba2,105
d1qf6a4,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1qf6a4,291
d1v7ra_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1v7ra_,186
d3tg0a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3tg0a_,440
d2jaqa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2jaqa_,189
d3l9va_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3l9va_,182
d1wtya_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1wtya_,116
d3dkra_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3dkra_,241
d2ouxa2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2ouxa2,127
d2ffta1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2ffta1,83
d3eg7a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3eg7a_,171
d2axtz1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2axtz1,62
d1vhka2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1vhka2,163
d1suua_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1suua_,293
d1osya_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1osya_,114
d1yb2a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1yb2a1,230
d3bzka5,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3bzka5,149
d1uira_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1uira_,309
d1fnna1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1fnna1,103
d2r8ba1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2r8ba1,203
d3i4wa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3i4wa_,97
d2i9ca1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2i9ca1,121
d1xl3c1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1xl3c1,91
d1xg2b_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1xg2b_,151
d3f04a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3f04a_,136
d1pbya1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1pbya1,85
d1a17a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1a17a_,159
d2cvea1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2cvea1,123
d1bev1_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1bev1_,268
d1g8ka2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1g8ka2,679
d2dt4a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2dt4a_,143
d1d7oa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1d7oa_,297
d3fsoa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3fsoa_,109
d1xu9a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1xu9a_,269
d1zela2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1zela2,209
d1jr1a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1jr1a1,362
d1fcdc1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1fcdc1,80
d1ofza_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ofza_,312
d2gkea1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2gkea1,130
d2c0ha1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2c0ha1,350
d2g0ta1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2g0ta1,336
d2hm7a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2hm7a_,308
d3pvja_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3pvja_,275
d1iuka_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1iuka_,136
d1ukua_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ukua_,102
