index,name,path,length,lengths_mean_dist,pdb_id
5323,d1oh4a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1oh4a_,174,0.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d1oh4a_.pdb
8947,d1yfua1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1yfua1,174,0.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d1yfua1.pdb
10790,d2cy2a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2cy2a1,174,0.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d2cy2a1.pdb
2016,d1gska2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1gska2,174,0.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d1gska2.pdb
10171,d1gska1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1gska1,174,0.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d1gska1.pdb
7494,d1hnja1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1hnja1,174,0.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d1hnja1.pdb
7349,d1rxqa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1rxqa_,174,0.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d1rxqa_.pdb
11178,d1yvra2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1yvra2,174,0.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d1yvra2.pdb
5885,d1alva_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1alva_,173,0.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1alva_.pdb
4229,d1sxra_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1sxra_,173,0.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1sxra_.pdb
10329,d2vria_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2vria_,173,0.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d2vria_.pdb
6747,d2iqia1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2iqia1,173,0.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d2iqia1.pdb
6253,d3c2wa2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3c2wa2,173,0.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d3c2wa2.pdb
10880,d1jhda1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1jhda1,173,0.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1jhda1.pdb
8004,d2bz1a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2bz1a1,173,0.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d2bz1a1.pdb
5352,d1l1oc_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1l1oc_,173,0.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1l1oc_.pdb
11205,d1y7ta2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1y7ta2,173,0.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1y7ta2.pdb
1415,d1ohta_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ohta_,173,0.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1ohta_.pdb
2695,d1dk0a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1dk0a_,173,0.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1dk0a_.pdb
1578,d1ex0a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ex0a1,173,0.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1ex0a1.pdb
4578,d2g38b1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2g38b1,173,0.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d2g38b1.pdb
4097,d1cv8a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1cv8a_,173,0.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1cv8a_.pdb
9417,d2gupa2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2gupa2,175,1.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d2gupa2.pdb
3995,d2q4oa1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2q4oa1,175,1.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d2q4oa1.pdb
1027,d1tlla2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1tlla2,175,1.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d1tlla2.pdb
4830,d1gu7a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1gu7a1,175,1.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d1gu7a1.pdb
1947,d1qfta_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1qfta_,175,1.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d1qfta_.pdb
7940,d1t9ba2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1t9ba2,175,1.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d1t9ba2.pdb
6341,d2ji7a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2ji7a1,175,1.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d2ji7a1.pdb
7663,d2para_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2para_,175,1.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d2para_.pdb
195,d1vbka2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1vbka2,175,1.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d1vbka2.pdb
4162,d2bpa2_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2bpa2_,175,1.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d2bpa2_.pdb
2968,d1gpma1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1gpma1,175,1.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d1gpma1.pdb
6284,d2au7a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2au7a_,175,1.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d2au7a_.pdb
2191,d2wkxa2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2wkxa2,175,1.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d2wkxa2.pdb
7837,d2j8ka1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2j8ka1,175,1.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d2j8ka1.pdb
4867,d1gwya_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1gwya_,175,1.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d1gwya_.pdb
7051,d1spva_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1spva_,172,1.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1spva_.pdb
6476,d1xx7a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1xx7a_,172,1.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1xx7a_.pdb
1733,d1lqva_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1lqva_,172,1.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1lqva_.pdb
4739,d1z6ma1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1z6ma1,172,1.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1z6ma1.pdb
9303,d1na6a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1na6a1,172,1.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1na6a1.pdb
7326,d1lc0a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1lc0a1,172,1.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1lc0a1.pdb
716,d2p7ja2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2p7ja2,172,1.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d2p7ja2.pdb
10053,d2bdta1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2bdta1,172,1.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d2bdta1.pdb
6572,d1ydwa1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ydwa1,172,1.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1ydwa1.pdb
4469,d1saza1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1saza1,172,1.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1saza1.pdb
8370,d1ye8a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ye8a1,172,1.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1ye8a1.pdb
6808,d1a6ca2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1a6ca2,172,1.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1a6ca2.pdb
3720,d1q59a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1q59a_,172,1.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1q59a_.pdb
10843,d1pvda2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1pvda2,172,1.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1pvda2.pdb
7635,d1vj7a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1vj7a1,172,1.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1vj7a1.pdb
9535,d1dmga_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1dmga_,172,1.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1dmga_.pdb
3782,d1h2ba2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1h2ba2,172,1.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1h2ba2.pdb
6490,d1qipa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1qipa_,176,2.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d1qipa_.pdb
3185,d1f1ua2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1f1ua2,176,2.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d1f1ua2.pdb
5003,d1fpza_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1fpza_,176,2.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d1fpza_.pdb
3254,d2atza1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2atza1,176,2.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d2atza1.pdb
690,d2guia_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2guia_,176,2.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d2guia_.pdb
189,d2pgda2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2pgda2,176,2.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d2pgda2.pdb
5062,d1ne2a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ne2a_,176,2.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d1ne2a_.pdb
3544,d1wuba_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1wuba_,176,2.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d1wuba_.pdb
331,d2jhfa2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2jhfa2,176,2.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d2jhfa2.pdb
3299,d1nyaa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1nyaa_,176,2.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d1nyaa_.pdb
2466,d1f5ma_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1f5ma_,176,2.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d1f5ma_.pdb
3478,d1zp6a1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1zp6a1,176,2.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d1zp6a1.pdb
77,d2v3za1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2v3za1,176,2.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d2v3za1.pdb
6067,d1s0pa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1s0pa_,176,2.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d1s0pa_.pdb
1480,d2f4ia1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2f4ia1,176,2.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d2f4ia1.pdb
5687,d1xc3a2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1xc3a2,176,2.125055748818113,G:\code\ss_ml\scp40pdb\pdb\d1xc3a2.pdb
264,d3eg7a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3eg7a_,171,2.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d3eg7a_.pdb
7608,d1aopa3,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1aopa3,171,2.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1aopa3.pdb
731,d1x9ya2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1x9ya2,171,2.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1x9ya2.pdb
5128,d1ae9a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ae9a_,171,2.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1ae9a_.pdb
2484,d1s4ea2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1s4ea2,171,2.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1s4ea2.pdb
4042,d1nkga2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1nkga2,171,2.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1nkga2.pdb
2792,d1oqva_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1oqva_,171,2.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1oqva_.pdb
1458,d3kb2a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d3kb2a_,171,2.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d3kb2a_.pdb
7232,d1ne9a2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1ne9a2,171,2.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1ne9a2.pdb
7198,d1edza1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1edza1,171,2.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1edza1.pdb
8610,d1obba1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1obba1,171,2.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1obba1.pdb
6847,d1pl8a2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1pl8a2,171,2.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1pl8a2.pdb
8804,d1c8ua2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1c8ua2,171,2.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1c8ua2.pdb
7489,d1pzsa_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1pzsa_,171,2.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1pzsa_.pdb
5864,d1xiya1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1xiya1,171,2.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1xiya1.pdb
4330,d1avwb_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1avwb_,171,2.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1avwb_.pdb
2491,d2oqma1,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d2oqma1,171,2.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d2oqma1.pdb
8116,d1s2ma2,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1s2ma2,171,2.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1s2ma2.pdb
1864,d1v37a_,/group/bioinf_protstr/martin/ss_scope_benchmark/pdb/d1v37a_,171,2.874944251181887,G:\code\ss_ml\scp40pdb\pdb\d1v37a_.pdb
